exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
CollegeFees,"Planning (4 Years, Bachelor of Planning)","Planning (4 Years, Bachelor of Planning)",8,1,already in branch sheet,PLAN001,Planning,
CollegeFees,"Printing and Packaging Technology (4 Years, Bachelor of Technology)","Printing and Packaging Technology (4 Years, Bachelor of Technology)",5,1,already in branch sheet,PRINTENG001,Printing Engineering,
CollegeFees,"Production Engineering (4 Years, Bachelor of Technology)","Production Engineering (4 Years, Bachelor of Technology)",37,3,already in branch sheet,INDENG007,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","Production and Industrial Engineering (4 Years, Bachelor of Technology)",63,7,already in branch sheet,INDENG006,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",6,1,already in branch sheet,ECON004,Economics,
CollegeFees,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",11,1,already in branch sheet,ROBOENG001,Robotics Engineering,
CollegeFees,ROBOTICS AND ARTIFICIAL INTELLIGENCE,ROBOTICS AND ARTIFICIAL INTELLIGENCE,45,5,already in branch sheet,AIML025,Artificial Intelligence,
CollegeFees,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ENERGYENG002,Energy Engineering,
CollegeFees,"Smart Manufacturing (4 Years, Bachelor of Technology)","Smart Manufacturing (4 Years, Bachelor of Technology)",23,2,already in branch sheet,INDENG021,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Space Sciences and Engineering (4 Years, Bachelor of Technology)","Space Sciences and Engineering (4 Years, Bachelor of Technology)",8,1,already in branch sheet,SPACEENG001,Space Engineering,
CollegeFees,"Statistics and Data Science (4 Years, Bachelor of Science)","Statistics and Data Science (4 Years, Bachelor of Science)",10,1,already in branch sheet,AIML003,Data Science,
CollegeFees,"Textile Technology (4 Years, Bachelor of Technology)","Textile Technology (4 Years, Bachelor of Technology)",20,2,already in branch sheet,TEXTILE001,Textile Engineering,
CollegeFees,"VLSI Design and Technology (4 Years, Bachelor of Technology)","VLSI Design and Technology (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ELEC025,Electronics And Communications Engineering,
GUJCET,AERONAUTICAL ENGINEERING,AERONAUTICAL ENGINEERING,7,5,already in branch sheet,AERO007,Aerospace Engineering,
GUJCET,AGRICULTURAL ENGINEERING,AGRICULTURAL ENGINEERING,3,2,already in branch sheet,AGRIENG004,Agricultural Engineering,
GUJCET,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,37,15,already in branch sheet,AIML022,Artificial Intelligence,
GUJCET,AUTOMOBILE ENGINEERING,AUTOMOBILE ENGINEERING,13,8,already in branch sheet,AUTOENG003,Automobile Engineering,
GUJCET,BIOINFORMATICS,BIOINFORMATICS,2,1,already in branch sheet,BIOTECH010,Biotechnology,
GUJCET,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,7,2,already in branch sheet,BIOMEDENG,Biomedical Engineering,
GUJCET,BIOTECHNOLOGY,BIOTECHNOLOGY,21,8,already in branch sheet,BIOTECH007,Biotechnology,
GUJCET,CHEMICAL ENGINEERING,CHEMICAL ENGINEERING,106,32,already in branch sheet,CHEMENG009,Chemical Engineering,
GUJCET,CIVIL ENGINEERING,CIVIL ENGINEERING,161,69,already in branch sheet,CIVILENG014,Civil Engineering,
GUJCET,COMPUTER ENGINEERING,COMPUTER ENGINEERING,265,87,already in branch sheet,CSIT058,Computer Science And Engineering,
GUJCET,COMPUTER ENGINEERING (SOFTWARE ENGINEERING),COMPUTER ENGINEERING (SOFTWARE ENGINEERING),2,1,already in branch sheet,CSIT074,Computer Science And Engineering,
GUJCET,COMPUTER SCIENCE & INFORMATION TECHNOLOGY,COMPUTER SCIENCE & INFORMATION TECHNOLOGY,7,2,already in branch sheet,CSIT,Computer Science / Information Technology,
GUJCET,CYBER SECURITY,CYBER SECURITY,7,5,already in branch sheet,CYBERSEC,Cyber Security,
GUJCET,ELECTRICAL AND ELECTRONICS ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,7,2,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
GUJCET,ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,135,53,already in branch sheet,ELEC054,Electrical Engineering,
GUJCET,ELECTRONICS ENGINEERING,ELECTRONICS ENGINEERING,13,2,already in branch sheet,ELEC060,Electronics And Communications Engineering,
GUJCET,ENVIRONMENTAL ENGINEERING,ENVIRONMENTAL ENGINEERING,9,3,already in branch sheet,ENVENG,Environmental Engineering,
GUJCET,Electrical Engineering,Electrical Engineering,2,2,already in branch sheet,ELEC054,Electrical Engineering,
GUJCET,FOOD TECHNOLOGY,FOOD TECHNOLOGY,4,2,already in branch sheet,FOODENG005,Food Engineering,
GUJCET,Food Technology,Food Technology,1,1,already in branch sheet,FOODENG005,Food Engineering,
GUJCET,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY,164,63,already in branch sheet,CSIT012,Information Technology,
GUJCET,Information Technology,Information Technology,2,1,already in branch sheet,CSIT012,Information Technology,
GUJCET,MARINE ENGINEERING,MARINE ENGINEERING,1,1,already in branch sheet,MARINE004,Marine Engineering,
GUJCET,MATHEMATICS AND COMPUTING,MATHEMATICS AND COMPUTING,7,2,already in branch sheet,MNC014,Mathematics And Computing,
GUJCET,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,189,77,already in branch sheet,MECHENG018,Mechanical Engineering ,
GUJCET,MECHATRONICS ENGINEERING,MECHATRONICS ENGINEERING,2,2,already in branch sheet,MECHENG020,Mechanical Engineering ,
GUJCET,METALLURGY,METALLURGY,1,1,already in branch sheet,MEMS019,Metallurgy Engineering And Material Science,
GUJCET,MINING ENGINEERING,MINING ENGINEERING,1,1,already in branch sheet,MININGENG005,Mining Engineering,
GUJCET,PETROLEUM ENGINEERING,PETROLEUM ENGINEERING,8,2,already in branch sheet,PETROLENG,Petroleum Engineering,
GUJCET,PHARMACEUTICAL ENGINEERING,PHARMACEUTICAL ENGINEERING,1,1,already in branch sheet,PHARMAENG,Pharmaceutical Engineering,
GUJCET,PLASTIC TECHNOLOGY,PLASTIC TECHNOLOGY,2,1,already in branch sheet,POLYMERTECH005,Polymer Technology,
GUJCET,PRODUCTION ENGINEERING,PRODUCTION ENGINEERING,4,1,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
GUJCET,ROBOTICS AND AUTOMATION,ROBOTICS AND AUTOMATION,24,8,already in branch sheet,ROBOENG006,Robotics Engineering,
GUJCET,TEXTILE ENGINEERING,TEXTILE ENGINEERING,2,1,already in branch sheet,TEXTILE,Textile Engineering,
GUJCET,TEXTILE TECHNOLOGY,TEXTILE TECHNOLOGY,4,2,already in branch sheet,TEXTILE008,Textile Engineering,
JoSAA,"Aeronautical Engineering (4 Years, Bachelor of Technology)","Aeronautical Engineering (4 Years, Bachelor of Technology)",88,1,already in branch sheet,AERO003,Aerospace Engineering,
JoSAA,"Aerospace Engineering (4 Years, Bachelor of Technology)","Aerospace Engineering (4 Years, Bachelor of Technology)",3997,8,already in branch sheet,AERO001,Aerospace Engineering,
JoSAA,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",777,3,already in branch sheet,AERO002,Aerospace Engineering,
JoSAA,"Agricultural Engineering (4 Years, Bachelor of Technology)","Agricultural Engineering (4 Years, Bachelor of Technology)",949,2,already in branch sheet,AGRIENG002,Agricultural Engineering,
JoSAA,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)","Agricultural and Food Engineering (4 Years, Bachelor of Technology)",522,1,already in branch sheet,AGRIENG001,Agricultural Engineering,
JoSAA,"Applied Geology (4 Years, Bachelor of Science)","Applied Geology (4 Years, Bachelor of Science)",289,1,already in branch sheet,GEO005,Geology,
JoSAA,"Applied Geology (5 Years, Integrated Master of Technology)","Applied Geology (5 Years, Integrated Master of Technology)",442,2,already in branch sheet,GEO008,Geology,
JoSAA,"Applied Geophysics (5 Years, Integrated Master of Technology)","Applied Geophysics (5 Years, Integrated Master of Technology)",446,2,already in branch sheet,GEO007,Geophysics,
JoSAA,"Architecture (5 Years, Bachelor of Architecture)","Architecture (5 Years, Bachelor of Architecture)",12753,21,already in branch sheet,ARCH001,Architecture,
JoSAA,"Architecture and Planning (5 Years, Bachelor of Architecture)","Architecture and Planning (5 Years, Bachelor of Architecture)",81,1,already in branch sheet,ARCH002,Architecture,
JoSAA,"Artificial Intelligence (4 Years, Bachelor of Technology)","Artificial Intelligence (4 Years, Bachelor of Technology)",2018,8,already in branch sheet,AIML002,Artificial Intelligence,
JoSAA,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",207,1,already in branch sheet,AIML016,Artificial Intelligence,
JoSAA,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)","Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",132,1,already in branch sheet,AIML004,Artificial Intelligence,
JoSAA,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",598,3,already in branch sheet,AIML008,Artificial Intelligence,
JoSAA,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",2051,10,already in branch sheet,AIML010,Artificial Intelligence,
JoSAA,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",891,4,already in branch sheet,AIML014,Artificial Intelligence,
JoSAA,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",108,1,already in branch sheet,CIVILENG004,Civil Engineering,
JoSAA,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",97,1,already in branch sheet,CIVILENG006,Civil Engineering,
JoSAA,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",119,1,already in branch sheet,CSIT017,Computer Science And Engineering,
JoSAA,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",119,1,already in branch sheet,ELEC018,Electronics And Communications Engineering,
JoSAA,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",102,1,already in branch sheet,ELEC021,Electrical And Electronics Engineering,
JoSAA,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",119,1,already in branch sheet,MECHENG007,Mechanical Engineering ,
JoSAA,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",119,1,already in branch sheet,MNC007,Mathematics And Computing,
JoSAA,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))","B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",44,1,already in branch sheet,AIML012,Artificial Intelligence,
JoSAA,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))","B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",39,1,already in branch sheet,CHEMENG003,Chemical Engineering,
JoSAA,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))","B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",44,1,already in branch sheet,CHEMSCI004,Chemical Science,
